id,createdTime,AuthorRole,CauseCategory,Description,IncidentType,Lat,Long,OccurredAt,Outcome,SecondaryCauseCategory
recY3u4Qi3jNveC5s,2025-02-16T19:35:32.000Z,Victim,Driver Behaviour (Car),"Taxi drivers park in the designated cycle lane here frequently, and don't check mirrors or indicate before turning out. ",Near Miss,53.347681627043244,-6.258879812767191,2024-11-13T00:10,No injuries,Infrastructure
recYBgYldFM1gMIqa,2024-05-01T07:39:08.000Z,Victim,Driver Behaviour (Car),"Close pass on cyclist with a child on back of bike. Quiet road, no oncoming, not sure they even crossed the centre line to pass.",Near Miss,52.63222280907135,-8.677662892645486,2024-05-01T08:10,No injuries,Infrastructure
recYDJwCWy7Osuc86,2024-02-29T19:25:42.000Z,Victim,Driver Behaviour (Car),"I was going straight, suv car overtook me at speed to turn left at roundabout causing me to break quickly to avoid impact. ",Near Miss,53.43408529510731,-6.229030145919978,2024-02-15T17:35,No injuries,Infrastructure
recYJqygGlmwZWXJH,2024-05-25T12:16:59.000Z,Victim,Infrastructure,The council have blocked off the slip lane for turning left. Result is on my bike  turning right I have had near collisions with cars going left.,Near Miss,53.309857792393586,-6.273499249206139,2024-05-23T07:39,No injuries,Infrastructure
recYDVEUzlhCxDZ0y,2024-02-28T11:01:23.000Z,Other,Infrastructure,Really poor surface (cobbles),Hazard,53.33957689921658,-6.23947819371017,2013-01-01T00:00,No injuries,Infrastructure
recYM7Q8yPc9oxmKo,2024-03-14T14:13:06.000Z,Victim,Driver Behaviour (Car),Assaulted by motorist who veered into the bus lane,Collision,53.345551182953216,-6.266346877434273,2024-03-14,Minor injuries,Infrastructure
recYYHvcne3YB56ai,2025-04-11T20:10:50.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),Delivery driver parked on footpath and cycle lane despite empty parking space opposite.,Hazard,53.34232535656176,-6.312013242735361,2025-04-11T19:25,No injuries,Infrastructure
recYQ2a73WTzNxMG7,2024-02-29T18:12:33.000Z,Victim,Driver Behaviour (Car),Multiple cars in bike lane and further where you turn into lucan,Near Miss,53.35842243069871,-6.425550646245341,2024-02-29T17:50,No injuries,Infrastructure
recYcFLlkSoU2XPBZ,2024-03-01T23:40:43.000Z,Other,Driver Behaviour (Car),Constant (daily) illegal parking on double yellow lines & footpath during school run. High level of danger for bikes & pedestrians,Hazard,53.32630911855108,-6.293850814722106,2024-03-01,No injuries,Infrastructure
recYZ2JvT7nsCBJ8q,2024-04-15T18:42:02.000Z,Witness,Driver Behaviour (Car),A car driving along Old Bawn Road entered the right hand turn lane heading for Bohernabreena Road but proceeded along the Killinniney Road.,Near Miss,53.275285519609554,-6.353408386232132,2024-04-15T08:25,No injuries,Infrastructure
recYcy2Wvty1yKFrN,2024-03-04T05:42:56.000Z,RatherNotAnswer,Infrastructure,Unfit for purpose cycle lane,Hazard,53.277868241532815,-6.185861545003149,2024-03-04,No injuries,Infrastructure
recYeqvWexAlorbwt,2024-05-23T20:15:56.000Z,Victim,Driver Behaviour (Car),Cars and Vans regularly mount the footpath here which often has schoolchildren on it.  Root cause is footpath parking on the other side,Near Miss,53.268890304418306,-9.067584823306788,2024-05-23T08:20,No injuries,Infrastructure
recYeupn0xMh4ZwrA,2024-09-21T12:23:21.000Z,Victim,Driver Behaviour (Car),"Car turned right off botanic road onto
Prospect Road with no indicator. Almost hit a pedestrian who thought it was safe to cross the road.",Near Miss,53.36595035719307,-6.271478315876465,2024-09-20T14:35,No injuries,Infrastructure
recYhPJVHemNkoiuL,2024-02-28T17:48:14.000Z,Victim,Infrastructure,Royal Canal Greenway becomes extremely narrow with frequent deep potholes from here until Pelletstown train station. ,Hazard,53.37111596544494,-6.290472832936416,2024-02-28,No injuries,Infrastructure
recYpQNDOiQ6FA3Pm,2025-03-21T05:32:34.000Z,Victim,Cyclist Behaviour,"Cyclist leaving the cycle path hit a car. Car has right of way, but cyclist could not slow in time (mechanical failure).",Collision,53.3738998442353,-6.164143169008639,2024-09-29T08:39,Serious injuries,Infrastructure
recYjUWB9AREVfifk,2025-07-28T20:57:03.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),Van driver not yielding till the very last second at a mini roundabout.,Near Miss,53.334449026094376,-6.305613488249975,2025-07-28,No injuries,Infrastructure
recYvOKs3S7Af0HCM,2024-12-18T10:15:08.000Z,Victim,Driver Behaviour (Car),In buslane on bike.  Car turning left onto street didn't look down the bus/cycle lane and had to jam the brakes to not hit me.,Near Miss,52.65913959129364,-8.615654709587886,2024-12-16T17:13,No injuries,Infrastructure
recYxnldNwNonLBQF,2024-04-11T09:48:50.000Z,Other,Driver Behaviour (Car),"Cyclist going straight , hit by a car turning right. Cyclist knocked off bicycle, cuts and bruises. Motorist did not stop Gardai informed.",Collision,53.348167690569824,-6.308209515020053,2023-11-11T09:43,Minor injuries,Infrastructure
recYxm3NLEEUhp3FB,2025-09-17T18:12:24.000Z,Victim,Driver Behaviour (Car),Collision of car with pedestrian lights outside Spiddal Church. ,Collision,53.24415311605142,-9.305597650654136,2025-09-15T22:10,Minor injuries,Infrastructure
recYynrsetxdMB6fN,2025-10-18T19:35:14.000Z,Victim,Infrastructure,Wet tram tracks caused a fall,Hazard,53.34474693905241,-6.259208412217589,2025-10-18T09:55,Minor injuries,Infrastructure
recZ1TWl9KkAFHY6m,2025-03-19T21:35:53.000Z,Victim,Infrastructure,Taxi turning right on bridge. I was proceeding straight ahead towards O Connell st. He cut across me as I braked to avoid him. ,Near Miss,53.34605429027397,-6.2679179521685455,2024-09-20T16:00,No injuries,Infrastructure
recZ2gOwJftF89w75,2024-02-28T12:21:15.000Z,Victim,Infrastructure,Construction site. Mud flows into cycle path and road. Road gets cleaned but cycle path still filthy & slippery.,Hazard,53.34325737554681,-6.336141097241239,2024-02-28,No injuries,Infrastructure
recZ4BTmP9nHZWOQe,2024-03-20T08:45:04.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),"Heedless pickup driver (parked on footpath) pulled out onto road forcing cyclist to brake and swerve, just to get to the red light first.",Near Miss,52.632644108361006,-8.668991105433719,2024-03-19T18:00,No injuries,Infrastructure
recZ4nWzvyj8JTFqO,2025-03-05T08:52:12.000Z,Witness,Driver Behaviour (Car),2 cars in a row nearly drove (west to east) into bikes who had right of way (cycling north to south),Near Miss,53.32972590260303,-6.258975713341556,2025-03-05,No injuries,Infrastructure
recZ7tj11dZwdcMuG,2024-03-13T11:28:12.000Z,Other,Infrastructure,Vehicles traveling west use cycle lane to pass other vehicles which are turning right from Parnell road over the bridge onto Donore Ave,Hazard,53.3304436789285,-6.2839838063690365,2024-03-13,No injuries,Infrastructure
recZ9Ys8HhqeluOhu,2024-05-27T08:24:14.000Z,Victim,Driver Behaviour (Car),"Car tried to overtake as cyclist reached the roundabout, nearly hitting the cyclist.",Near Miss,51.89712272458769,-8.458044464752987,2024-05-27T08:16,No injuries,Infrastructure
recZAYVYJN1XJ0iOM,2024-03-20T09:25:14.000Z,Witness,Cyclist Behaviour,Northbound right hand turn (eastbound) not accessible causing cyclists to stop and wait pedestrian signals in narrow northbound lane.,Hazard,53.30279477742434,-6.233545470771446,2024-03-20T08:35,No injuries,Infrastructure
recZ9ykQbUaXz6ddO,2024-05-31T10:31:32.000Z,Victim,Driver Behaviour (E-Scooter or Similar),I was in the left-hand lane headed towards town. Man in right-hand lane veered into me on an electric mini bike and crashed head first.,Collision,53.36179744573994,-6.216237669282918,2024-05-30T09:30,Minor injuries,Infrastructure
recZDQYMwUTiHO1Hw,2025-05-14T15:20:46.000Z,Witness,Driver Behaviour (Car),2 cars overtook Salthill School Cycle bus with school bus coming opposite direction on Dr Mannix Road inbound. ,Near Miss,53.26479156798521,-9.079872456662315,2025-05-14,No injuries,Infrastructure
recZDhWcSoKr6LT6T,2025-11-05T10:21:15.000Z,Other,Driver Behaviour (E-Scooter or Similar),"Kid on a bike hit by a deliver bike , badly injured. ",Collision,53.33102148997074,-6.295918273972859,2023-06-05T14:16,Serious injuries,Infrastructure
recZFadwV4iwZQTj2,2024-02-28T22:52:46.000Z,Witness,Unknown,"David Steele, member of Portmarnock Triathlon Club was tragically killed on a club spin on this road.",Collision,53.43872122373949,-6.289884889885911,2020-09-19T11:00,Fatality,Infrastructure
recZHPXhjNeRRirNW,2024-03-29T18:18:22.000Z,Victim,Driver Behaviour (Car),"Car overtakes me, then car sharp left turn nearly knocking me off bike ",Near Miss,53.35970797560822,-6.261171014863606,2024-03-26T07:50,No injuries,Infrastructure
recZLPY2Vj6DVc4Xv,2024-07-18T07:27:19.000Z,Other,Driver Behaviour (Car),Driver failed to yield ,Collision,53.34218507426476,-6.310309864261427,2024-07-17T08:20,No injuries,Infrastructure
recZMf0pPZ47L0mPv,2024-07-19T06:37:55.000Z,Victim,Driver Behaviour (Car),Close fast pass of our family by a driver when we were cycling on this road. ,Near Miss,53.26314722275143,-9.064037128624392,2024-07-13T13:10,No injuries,Infrastructure
recZOMDmBEoJOPL65,2024-03-06T17:21:03.000Z,Victim,Driver Behaviour (Car),Car entering roundabout failed to give right of way as I was already on the roundabout. Missed collision by inches,Near Miss,51.90485559063862,-8.355562980162858,2024-02-25T14:15,No injuries,Infrastructure
recZPEtfKKwI1SDV9,2024-02-28T11:14:45.000Z,Victim,Driver Behaviour (Car),A car tried to turn into shop car park and hit my cargo bike. I had right of way. She kept driving into me. My child was in the bike,Collision,53.27872465964734,-6.163143376422511,2023-07-17T09:00,No injuries,Infrastructure
recZRIzTH9LSJsYJL,2024-04-11T12:32:33.000Z,Witness,Infrastructure,9-year old fell of her bike and collided with a car in slow moving traffic when cycling on footpath blocked by bins. Car drove over bike.,Collision,53.29477842117231,-6.246191746667847,2023-11-15T08:10,No injuries,Infrastructure
recZOyJ7tuwAtCjXn,2024-06-18T15:21:21.000Z,Victim,Driver Behaviour (Car),Car driver came across the junction at speed without looking and narrowing avoided hitting me and my son.,Near Miss,53.32920771525144,-6.258968830318537,2024-06-08T17:19,No injuries,Infrastructure
recZTi0574uEkifoM,2024-03-10T10:31:34.000Z,Victim,Infrastructure,Cars rushing  up hill to travel left at Christchurch Junction where bikes are forced to cross line of traffic. Badly positioned yellow box,Near Miss,53.342310694474406,-6.272283464396992,2024-02-14T10:28,No injuries,Infrastructure
recZUmpveaUQISu7l,2024-02-29T09:23:27.000Z,Victim,Infrastructure,Cars swing around this corner from Carroll's Quay and often into incoming bicycles.,Near Miss,51.9019847293271,-8.47338313364753,2024-02-27T08:50,No injuries,Infrastructure
recZUcZ00FCGZGiHA,2024-04-10T20:53:57.000Z,Victim,Driver Behaviour (Car),Cars parked in cycle lane at junction by people popping into the shop ,Hazard,53.35043710879796,-6.281534696180273,2024-04-05T20:52,No injuries,Infrastructure
recZdlHZG1kjlqtAf,2024-02-29T16:34:42.000Z,Victim,Driver Behaviour (Car),Driver moved to left hand lane without realising cyclist was in that lane,Near Miss,51.89681294420245,-8.471049587613294,2023-06-13T08:45,No injuries,Infrastructure
recZe9TDmQqFd1RQb,2024-02-28T19:14:59.000Z,Victim,Driver Behaviour (Car),Van pulled out into me while I was in the roundabout and knocked me off my bike. ,Collision,53.26448026689647,-6.21350871663094,2023-02-28T09:00,No injuries,Infrastructure
recZhgH07dOZXCloP,2025-08-28T18:50:58.000Z,Other,Unknown,Man in his 40s seriously injured in a collision involving a truck driver,Collision,53.343454840511896,-6.309321628388432,2025-08-27T11:30,Serious injuries,Infrastructure
recZijsD9b1Aw8836,2024-09-12T09:40:36.000Z,Victim,Driver Behaviour (Car),"Car illegally turned left while I was turning left (legally) from cycle lane, and left hooked me.",Near Miss,53.38817501321293,-6.260422445403492,2024-09-12T08:15,No injuries,Infrastructure
recZjTKblGH82RX2R,2024-02-28T20:21:01.000Z,Victim,Infrastructure,Car did not see me on my bike and pulled straight into the roundabout nearly hitting me. I screamed and had to swerve to avoid being hit,Near Miss,53.40179369136291,-6.170793669410358,2022-11-18T13:06,No injuries,Infrastructure
recZjtjLFOh2bji5p,2024-04-09T08:57:39.000Z,Victim,Driver Behaviour (Car),Driver of car turning left from South Hill Avenue onto Booterstown Ave under steered narrowly missing cyclist.,Near Miss,53.30035272805074,-6.201719708644902,2024-04-09,No injuries,Infrastructure
recZmIxwTzg7VpbDH,2024-03-01T20:30:11.000Z,Victim,Driver Behaviour (Car),Car stopped for a red light starting reversing and almost hit my son.,Near Miss,53.34373977308445,-6.308167047167132,2023-09-25T08:42,No injuries,Infrastructure
recZl5vHszItSt4uM,2024-03-18T20:16:47.000Z,Other,Driver Behaviour (Car),Car parked on the footpath every day.,Hazard,53.37810321960265,-6.3208789048002245,2024-03-17T20:00,No injuries,Infrastructure
recZp8QZsvZmrcnlt,2024-07-11T16:57:41.000Z,Witness,Unknown,I witnessed what looked like a big Deliveroo bike knocked out on the side of the world; guards had cordoned off the area. ,Collision,53.35346478356351,-6.272886469351704,2024-07-11T07:48,Minor injuries,Infrastructure
recZrliJXwkMdMu9b,2025-03-19T16:20:20.000Z,Victim,Driver Behaviour (Car),Car turning right collided with me as I travelled towards town. Having the right of way. ,Collision,53.32691031919347,-6.264856727458891,2025-01-19T15:00,Minor injuries,Infrastructure
recZu0BnhQd3idyXh,2024-04-15T12:26:59.000Z,Witness,Unknown,Accident on Camac Bridge. Emergency services attended. Cyclist taken to hospital. ,Collision,53.33216899333411,-6.293329943716543,2024-01-24T08:20,Serious injuries,Infrastructure
recZzdnTAKJ5g5abV,2024-06-18T20:54:39.000Z,Witness,Driver Behaviour (Car),Car drove straight through crossroads diagonally with zero respect to the rules of the road. Straight up illegal driving.,Hazard,53.33721035306456,-6.286416243591191,2024-06-15T10:30,No injuries,Infrastructure
reca04QHdEuxBBLNw,2025-04-01T13:04:18.000Z,Victim,Driver Behaviour (Car),"Car driving from a red light Burrin Street towards Granby Row, cut across cyclist's path who started from the same red light.",Near Miss,52.833286564236175,-6.932873378856613,2025-04-01T08:57,No injuries,Infrastructure
reca3ogZkLPbP5BnN,2025-05-15T10:46:36.000Z,Victim,Infrastructure,Car ignored stop signs and drove straight through the junction. Regularly accidents here,Near Miss,53.250066082825526,-8.845451179228405,2025-05-04T10:45,No injuries,Infrastructure
reca55LhSJaeqBgJM,2024-06-18T20:41:02.000Z,Witness,Driver Behaviour (Car),Motorists typically do not give way to cyclists or e-scooters on the roundabout. ,Near Miss,52.32913362658016,-6.471879178914122,2023-11-16T21:36,No injuries,Driver Behaviour (E-Scooter or Similar)
reca6TU9pmWJHpQEs,2024-09-19T19:37:14.000Z,Victim,Driver Behaviour (Car),Car in bike lane sat on horn because cyclist was using it,Near Miss,53.380106131279604,-6.1773202962151,2024-09-19T17:20,No injuries,Infrastructure
reca0R0tgHi2CLZtP,2025-06-09T17:48:51.000Z,Victim,Driver Behaviour (Car),"Cars use Luas tracks as a shortcut, making a hazard for everyone. Easily fixed with grass surface (emergency vehicles can easily get around)",Hazard,53.354306862418525,-6.272839487985038,2025-06-09,No injuries,Infrastructure
reca95aFZGi6UT74a,2025-08-12T12:51:18.000Z,Victim,Driver Behaviour (Car),Car driving dangerously close and then attempted a dangerous overtaking on a very narrow road,Near Miss,53.339405832135355,-6.287920060452308,2025-08-12T13:30,No injuries,Infrastructure
recaAiU0hG0SR9lBJ,2024-02-29T08:43:49.000Z,Victim,Driver Behaviour (Car),Car failed to stop for bicycle on mini-roundabout,Collision,53.340761684094275,-6.337432723954635,2024-02-24T09:35,Minor injuries,Infrastructure
recaAnmzx4zIzUfyq,2024-09-10T21:25:28.000Z,Victim,Driver Behaviour (Car),Car close passed me on my bicycle ,Near Miss,51.90316077280076,-8.448871109284823,2024-09-09T08:20,No injuries,Infrastructure
recaDRi8mknnYEn8b,2024-02-28T19:47:46.000Z,Other,Driver Behaviour (Car),Overtaken by a car whose driver encroached the bicycle advance stop box. ,Near Miss,52.34231013010708,-6.484883353280338,2024-02-28T13:00,No injuries,Infrastructure
recaGL0qVliif0qv7,2024-04-03T23:33:46.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),"On a number of occasions I’ve had near collisions here while cycling. Trucks, vans and cars speeding up to pass before reaching traffic island. ",Near Miss,51.83233221699879,-8.363598953101274,2023-09-23T12:27,No injuries,Infrastructure
recaXYHFcGpdQtOYQ,2024-02-29T11:02:29.000Z,Witness,Driver Behaviour (Car),"Car coming from Harolds x side of junction jumped red light , cyclist going towards cork st forced to break hard narrowly missing being hit.",Near Miss,53.33206799671555,-6.29355587461373,2024-01-15T07:50,No injuries,Infrastructure
